Sn,Sex,District Code,School,Weight,Program,University ,Intake Year
251,F,131,BWERANYANGI GIRLS' SCHOOL,48.6,Bachelor Of Science In Forestry,MAK,2024/25
252,F,33,IGANGA SECONDARY SCHOOL,48.5,Bachelor Of Science In Forestry,MAK,2024/25
253,M,11,"ST.JOSEPH'S COLLEGE,NAMAGUNGA",48.4,Bachelor Of Science In Forestry,MAK,2024/25
254,F,75,MITYANA SECONDARY SCHOOL,47.8,Bachelor Of Science In Forestry,MAK,2024/25
255,M,18,BUGILI SECONDARY SCHOOL,47.6,Bachelor Of Science In Forestry,MAK,2024/25
256,M,54,"ST.JOSEPH'S S S, NAGGALAMA",47.5,Bachelor Of Science In Forestry,MAK,2024/25
257,M,11,"ST.JOSEPH'S S S, NAGGALAMA",47.2,Bachelor Of Science In Forestry,MAK,2024/25
258,M,21,ST.MICHAEL HIGH SCHOOL,47.2,Bachelor Of Science In Forestry,MAK,2024/25
259,F,7,"ST.MARY'S COLLEGE, LUGAZI",46.5,Bachelor Of Science In Forestry,MAK,2024/25
260,F,55,NEW HIGH TECH SECONDARY SCHOOL,45.9,Bachelor Of Science In Forestry,MAK,2024/25
261,F,8,"MARIAM HIGH SCHOOL, KAMPALA",54.2,Bachelor Of Science In Petroleum Geoscience And Production,MAK,2024/25
262,M,16,"UGANDA MARTYRS S.S., NAMUGONGO",52.9,Bachelor Of Science In Petroleum Geoscience And Production,MAK,2024/25
263,M,36,NAMILYANGO COLLEGE,52.8,Bachelor Of Science In Petroleum Geoscience And Production,MAK,2024/25
264,M,11,"KING'S COLLEGE, BUDO",52.8,Bachelor Of Science In Petroleum Geoscience And Production,MAK,2024/25
265,M,16,MENGO SECONDARY SCHOOL,52.7,Bachelor Of Science In Petroleum Geoscience And Production,MAK,2024/25
266,F,55,MENGO SECONDARY SCHOOL,52.1,Bachelor Of Science In Petroleum Geoscience And Production,MAK,2024/25
267,F,19,GAYAZA HIGH SCHOOL,50.4,Bachelor Of Science In Petroleum Geoscience And Production,MAK,2024/25
268,F,68,BWERANYANGI GIRLS' SCHOOL,50.2,Bachelor Of Science In Petroleum Geoscience And Production,MAK,2024/25
269,F,29,KAWEMPE MUSLIM SS,50.2,Bachelor Of Science In Petroleum Geoscience And Production,MAK,2024/25
270,F,102,"MANDELA S S, HOIMA",53.7,Bachelor Of Science In Population Studies,MAK,2024/25
271,M,88,BUDDE SEC. SCHOOL,52,Bachelor Of Science In Population Studies,MAK,2024/25
272,F,25,SAVIOUR HIGH SCHOOL,51.9,Bachelor Of Science In Population Studies,MAK,2024/25
273,F,55,KAKOOLA HIGH SCHOOL,51.8,Bachelor Of Science In Population Studies,MAK,2024/25
274,F,10,IGANGA SECONDARY SCHOOL,51.7,Bachelor Of Science In Population Studies,MAK,2024/25
275,F,9,"MANDELA S S, HOIMA",51.6,Bachelor Of Science In Population Studies,MAK,2024/25
276,F,55,RINES SECONDARY SCHOOL,51.5,Bachelor Of Science In Population Studies,MAK,2024/25
277,F,31,"ST.MARY'S COLLEGE, LUGAZI",51.4,Bachelor Of Science In Population Studies,MAK,2024/25
278,F,120,"ST MARY'S SS, SANJE",51.4,Bachelor Of Science In Population Studies,MAK,2024/25
279,F,40,GOMBE SECONDARY SCHOOL,48.3,Bachelor Of Optometry,MAK,2024/25
280,M,12,"SEETA H/S GREEN CAMPUS, MUKONO",47.7,Bachelor Of Optometry,MAK,2024/25
281,M,85,OURLADY OF AFRICA SS NAMILYANGO,47.7,Bachelor Of Optometry,MAK,2024/25
282,M,75,GOMBE SECONDARY SCHOOL,47.6,Bachelor Of Optometry,MAK,2024/25
283,M,14,"ST.MARY'S COLLEGE, LUGAZI",47.5,Bachelor Of Optometry,MAK,2024/25
284,F,42,"ST.JOSEPH'S S S, NAGGALAMA",46.5,Bachelor Of Optometry,MAK,2024/25
285,F,120,"UGANDA MARTYRS S.S., NAMUGONGO",46.4,Bachelor Of Optometry,MAK,2024/25
286,F,10,OURLADY OF AFRICA SS NAMILYANGO,46.4,Bachelor Of Optometry,MAK,2024/25
287,F,31,SEETA HIGH SCHOOL - A' LEVEL CAMPUS,53.8,Bachelor Of Science In Quantitative Economics,MAK,2024/25
288,F,55,ST MARY'S SS  KITENDE,50.8,Bachelor Of Science In Quantitative Economics,MAK,2024/25
289,M,6,"SEETA H/S GREEN CAMPUS, MUKONO",49.2,Bachelor Of Science In Quantitative Economics,MAK,2024/25
290,M,117,"MANDELA S S, HOIMA",49.2,Bachelor Of Science In Quantitative Economics,MAK,2024/25
291,M,55,MENGO SECONDARY SCHOOL ANNEX,49.1,Bachelor Of Science In Quantitative Economics,MAK,2024/25
292,F,16,"UGANDA MARTYRS S.S., NAMUGONGO",49.1,Bachelor Of Science In Quantitative Economics,MAK,2024/25
293,M,55,"KING'S COLLEGE, BUDO",48.7,Bachelor Of Science In Quantitative Economics,MAK,2024/25
294,M,50,NTARE SCHOOL,48.4,Bachelor Of Science In Quantitative Economics,MAK,2024/25
295,F,55,"KING'S COLLEGE, BUDO",48.2,Bachelor Of Science In Quantitative Economics,MAK,2024/25
296,F,75,"ST.PETER'S S S, NSAMBYA",47.9,Bachelor Of Science In Quantitative Economics,MAK,2024/25
297,M,55,"KING'S COLLEGE, BUDO",47.4,Bachelor Of Science In Quantitative Economics,MAK,2024/25
298,M,40,PRIDE COLLEGE SCHOOL MPIGI,47.3,Bachelor Of Science In Quantitative Economics,MAK,2024/25
299,M,17,ST MARY'S SS  KITENDE,47.3,Bachelor Of Science In Quantitative Economics,MAK,2024/25
300,M,55,"ST HENRY'S COLLEGE, KITOVU",46.9,Bachelor Of Science In Speech And Language Therapy,MAK,2024/25
301,M,55,OURLADY OF AFRICA SS NAMILYANGO,46.6,Bachelor Of Science In Speech And Language Therapy,MAK,2024/25
302,F,40,"CORNERSTONE LEADERSHIP ACADEMY, MATUGGA",45.3,Bachelor Of Science In Speech And Language Therapy,MAK,2024/25
303,F,42,OURLADY OF AFRICA SS NAMILYANGO,45.2,Bachelor Of Science In Speech And Language Therapy,MAK,2024/25
304,F,103,PLUS TWO HIGH SCHOOL,45.2,Bachelor Of Science In Speech And Language Therapy,MAK,2024/25
305,M,17,OURLADY OF AFRICA SS NAMILYANGO,43.9,Bachelor Of Science In Speech And Language Therapy,MAK,2024/25
306,M,128,OURLADY OF AFRICA SS NAMILYANGO,43.9,Bachelor Of Science In Speech And Language Therapy,MAK,2024/25
307,F,55,"NAALYA SEC. SCHOOL ,KAMPALA",43.4,Bachelor Of Science In Speech And Language Therapy,MAK,2024/25
308,F,65,MARYHILL HIGH SCHOOL,45.1,Bachelor Of Sports Science,MAK,2024/25
309,M,22,"KIIRA COLLEGE, BUTIKI",44.6,Bachelor Of Sports Science,MAK,2024/25
310,M,75,MITYANA MODERN SS,44.4,Bachelor Of Sports Science,MAK,2024/25
311,M,16,"KING'S COLLEGE, BUDO",43.9,Bachelor Of Sports Science,MAK,2024/25
312,M,55,GOMBE SECONDARY SCHOOL,43.5,Bachelor Of Sports Science,MAK,2024/25
313,M,52,MBALE SECONDARY SCHOOL,43.5,Bachelor Of Sports Science,MAK,2024/25
314,M,16,MENGO SECONDARY SCHOOL,43.3,Bachelor Of Sports Science,MAK,2024/25
315,M,55,MENGO SECONDARY SCHOOL,43.3,Bachelor Of Sports Science,MAK,2024/25
316,F,55,SEROMA CHRISTIAN HIGH SCHOOL,42.8,Bachelor Of Sports Science,MAK,2024/25
317,F,55,"ST.AUGUSTINE COL., WAKISO",42,Bachelor Of Sports Science,MAK,2024/25
318,F,69,MENGO SECONDARY SCHOOL,41.6,Bachelor Of Sports Science,MAK,2024/25
319,F,121,ST.NOA'S GIRLS SEC.SCH.,41.1,Bachelor Of Sports Science,MAK,2024/25
320,F,55,ST.NOA'S GIRLS SEC.SCH.,40.1,Bachelor Of Sports Science,MAK,2024/25
321,M,92,BOSTON HIGH SCHOOL,52.8,Bachelor Of Science In Software Engineering,MAK,2024/25
322,M,46,NAMILYANGO COLLEGE,52.7,Bachelor Of Science In Software Engineering,MAK,2024/25
323,M,55,MENGO SECONDARY SCHOOL,52.6,Bachelor Of Science In Software Engineering,MAK,2024/25
324,F,16,"MT.ST.MARY'S, NAMAGUNGA",52.5,Bachelor Of Science In Software Engineering,MAK,2024/25
325,M,55,KYAMBOGO COLLEGE SCHOOL,52.4,Bachelor Of Science In Software Engineering,MAK,2024/25
326,F,40,"KING'S COLLEGE, BUDO",52.3,Bachelor Of Science In Software Engineering,MAK,2024/25
327,F,132,IMMACULATE HEART GIRLS SCHOOL,52.1,Bachelor Of Science In Software Engineering,MAK,2024/25
328,M,13,MOONS VOCATIONAL  S.S,51.9,Bachelor Of Science In Software Engineering,MAK,2024/25
329,M,42,"UGANDA MARTYRS S.S., NAMUGONGO",51,Bachelor Of Science In Software Engineering,MAK,2024/25
330,M,55,SEETA HIGH SCHOOL,51,Bachelor Of Science In Software Engineering,MAK,2024/25
331,M,11,SEETA HIGH SCHOOL-MUKONO,51,Bachelor Of Science In Software Engineering,MAK,2024/25
332,M,99,"UGANDA MARTYRS S.S., NAMUGONGO",51,Bachelor Of Science In Software Engineering,MAK,2024/25
333,M,53,"KING'S COLLEGE, BUDO",51,Bachelor Of Science In Software Engineering,MAK,2024/25
334,M,55,"UGANDA MARTYRS S.S., NAMUGONGO",50.9,Bachelor Of Science In Software Engineering,MAK,2024/25
335,F,123,NDEJJE SECONDARY SCHOOL,50.3,Bachelor Of Science In Software Engineering,MAK,2024/25
336,F,9,"KING'S COLLEGE, BUDO",50.1,Bachelor Of Science In Software Engineering,MAK,2024/25
337,F,16,SEETA HIGH SCHOOL,49.5,Bachelor Of Science In Software Engineering,MAK,2024/25
338,F,95,"TRINITY COLLEGE, NABBINGO",49.4,Bachelor Of Science In Software Engineering,MAK,2024/25
339,F,16,"MT.ST.MARY'S, NAMAGUNGA",49.4,Bachelor Of Science In Software Engineering,MAK,2024/25
340,F,73,"UGANDA MARTYRS S.S., NAMUGONGO",49.4,Bachelor Of Science In Software Engineering,MAK,2024/25
341,F,16,PRIDE COLLEGE SCHOOL MPIGI,51.3,Bachelor Of Science In Tourism And Hospitality Management,MAK,2024/25
342,F,46,NTUNGAMO GIRLS' HIGH SCHOOL,50.8,Bachelor Of Science In Tourism And Hospitality Management,MAK,2024/25
343,F,32,BUSIIKA MUSLIM SENIOR SECONDARY SCHOOL,50.7,Bachelor Of Science In Tourism And Hospitality Management,MAK,2024/25
344,F,46,NTUNGAMO GIRLS' HIGH SCHOOL,50.7,Bachelor Of Science In Tourism And Hospitality Management,MAK,2024/25
345,F,65,ALLIANCE SECONDARY SCHOOL,50.7,Bachelor Of Science In Tourism And Hospitality Management,MAK,2024/25
346,F,48,BP CYPRIAN KIHANGIRE SS LUZIRA,50.7,Bachelor Of Science In Tourism And Hospitality Management,MAK,2024/25
347,F,65,ALLIANCE SECONDARY SCHOOL,50.6,Bachelor Of Science In Tourism And Hospitality Management,MAK,2024/25
348,F,53,"SEETA H/S GREEN CAMPUS, MUKONO",50.6,Bachelor Of Science In Tourism And Hospitality Management,MAK,2024/25
349,F,16,PRIDE COLLEGE SCHOOL MPIGI,50.5,Bachelor Of Science In Tourism And Hospitality Management,MAK,2024/25
350,F,130,EDIOFE GIRLS' S.S,49.5,Bachelor Of Science In Tourism And Hospitality Management,MAK,2024/25
351,M,55,BUDDO SEC. SCHOOL,49.4,Bachelor Of Science In Tourism And Hospitality Management,MAK,2024/25
352,M,65,MERRYLAND  HIGH SCHOOL,49.2,Bachelor Of Science In Tourism And Hospitality Management,MAK,2024/25
353,M,85,ST. JULIAN HIGH SCHOOL - SEETA,49.1,Bachelor Of Science In Tourism And Hospitality Management,MAK,2024/25
354,F,33,"GREENHILL ACADEMY, KAMPALA",46.2,"Bachelor Of Visual Communication, Design And Multimedia",MAK,2024/25
355,M,7,AMUS COLLEGE SCHOOL,45.7,"Bachelor Of Visual Communication, Design And Multimedia",MAK,2024/25
356,F,46,ALLIANCE SECONDARY SCHOOL,43.7,"Bachelor Of Visual Communication, Design And Multimedia",MAK,2024/25
357,F,55,"ST.PETER'S SS, NAALYA",43.6,"Bachelor Of Visual Communication, Design And Multimedia",MAK,2024/25
358,F,75,GOMBE SECONDARY SCHOOL,43.6,"Bachelor Of Visual Communication, Design And Multimedia",MAK,2024/25
359,F,16,OUR LADY OF AFRICA SECONDARY SCHOOL,42.9,"Bachelor Of Visual Communication, Design And Multimedia",MAK,2024/25
360,F,60,SEETA HIGH SCHOOL,42.8,"Bachelor Of Visual Communication, Design And Multimedia",MAK,2024/25
361,F,37,MARYHILL HIGH SCHOOL,42.8,"Bachelor Of Visual Communication, Design And Multimedia",MAK,2024/25
362,M,55,"UGANDA MARTYRS S.S., NAMUGONGO",50.7,Bachelor Of Science In Water And Irrigation Engineering,MAK,2024/25
363,M,7,SEETA HIGH SCHOOL,49.9,Bachelor Of Science In Water And Irrigation Engineering,MAK,2024/25
364,M,75,SEETA HIGH SCHOOL,49.9,Bachelor Of Science In Water And Irrigation Engineering,MAK,2024/25
365,M,8,SEETA HIGH SCHOOL,49.9,Bachelor Of Science In Water And Irrigation Engineering,MAK,2024/25
366,F,69,MARYHILL HIGH SCHOOL,49.2,Bachelor Of Science In Water And Irrigation Engineering,MAK,2024/25
367,F,55,"ST.JOSEPH'S S S, NAGGALAMA",47.3,Bachelor Of Science In Water And Irrigation Engineering,MAK,2024/25
368,F,26,MARYHILL HIGH SCHOOL,47.2,Bachelor Of Science In Water And Irrigation Engineering,MAK,2024/25
369,F,111,OURLADY OF AFRICA SS NAMILYANGO,47.1,Bachelor Of Science In Water And Irrigation Engineering,MAK,2024/25
370,M,16,"KING'S COLLEGE, BUDO",46.9,Bachelor Of Cytotechnology,MAK,2024/25
371,M,101,ST. MARK'S SS NAMAGOMA,46.6,Bachelor Of Cytotechnology,MAK,2024/25
372,M,33,MASAKA SECONDARY SCHOOL,46.5,Bachelor Of Cytotechnology,MAK,2024/25
373,M,55,"GOD'S WAY HIGH SCHOOL, MAGANJO",45.7,Bachelor Of Cytotechnology,MAK,2024/25
374,F,59,ST. GRACIOUS S.S. LIRA,44.9,Bachelor Of Cytotechnology,MAK,2024/25
375,F,16,"CENTRAL COLLEGE, MITYANA",44.9,Bachelor Of Cytotechnology,MAK,2024/25
376,F,37,"MT.ST.MARY'S, NAMAGUNGA",42.5,Bachelor Of Cytotechnology,MAK,2024/25
377,F,55,"KING'S COLLEGE, BUDO",54.4,Bachelor Of Science In Civil Engineering,MAK,2024/25
378,F,16,SEETA HIGH SCHOOL-MUKONO,54.4,Bachelor Of Science In Civil Engineering,MAK,2024/25
379,F,112,IMMACULATE HEART GIRLS SCHOOL,54.3,Bachelor Of Science In Civil Engineering,MAK,2024/25
380,F,23,TAIBAH INTERNATIONAL SCHOOL,54.1,Bachelor Of Science In Civil Engineering,MAK,2024/25
381,F,46,NTUNGAMO HIGH SCHOOL,53.9,Bachelor Of Science In Civil Engineering,MAK,2024/25
382,F,1,"KINAAWA HIGH SCHOOL, KAWEMPE",53.7,Bachelor Of Science In Civil Engineering,MAK,2024/25
383,M,16,SEETA HIGH SCHOOL-MUKONO,53,Bachelor Of Science In Civil Engineering,MAK,2024/25
384,M,55,SEETA HIGH SCHOOL-MUKONO,53,Bachelor Of Science In Civil Engineering,MAK,2024/25
385,M,36,"UGANDA MARTYRS S.S., NAMUGONGO",53,Bachelor Of Science In Civil Engineering,MAK,2024/25
386,M,12,"KING'S COLLEGE, BUDO",53,Bachelor Of Science In Civil Engineering,MAK,2024/25
387,M,69,"KING'S COLLEGE, BUDO",53,Bachelor Of Science In Civil Engineering,MAK,2024/25
388,M,55,"ST MARY'S COLLEGE, KISUBI",53,Bachelor Of Science In Civil Engineering,MAK,2024/25
389,M,127,"UGANDA MARTYRS S.S., NAMUGONGO",53,Bachelor Of Science In Civil Engineering,MAK,2024/25
390,M,69,NANSANA ST. JOSEPH SS,52.9,Bachelor Of Science In Civil Engineering,MAK,2024/25
391,M,71,"UGANDA MARTYRS S.S., NAMUGONGO",52.9,Bachelor Of Science In Civil Engineering,MAK,2024/25
392,M,11,SEETA HIGH SCHOOL,52.9,Bachelor Of Science In Civil Engineering,MAK,2024/25
393,M,40,"ST.JOSEPH'S S S, NAGGALAMA",52.9,Bachelor Of Science In Civil Engineering,MAK,2024/25
394,M,46,"MUNTUYERA HIGH SCHOOL, KITUNGA",52.9,Bachelor Of Science In Civil Engineering,MAK,2024/25
395,M,55,BUDDO SEC. SCHOOL,52.9,Bachelor Of Science In Civil Engineering,MAK,2024/25
396,M,32,ST MARY'S SS  KITENDE,52.9,Bachelor Of Science In Civil Engineering,MAK,2024/25
397,M,132,NTARE SCHOOL,52.9,Bachelor Of Science In Civil Engineering,MAK,2024/25
398,M,13,FORT-PORTAL SS,52.9,Bachelor Of Science In Civil Engineering,MAK,2024/25
399,M,123,NAMIREMBE HILLSIDE S.S.,52.9,Bachelor Of Science In Civil Engineering,MAK,2024/25
400,M,55,MERRYLAND  HIGH SCHOOL,52.9,Bachelor Of Science In Civil Engineering,MAK,2024/25
401,M,42,HILTON HIGH SCHOOL,52.9,Bachelor Of Science In Civil Engineering,MAK,2024/25
402,M,55,"KING'S COLLEGE, BUDO",52.9,Bachelor Of Science In Civil Engineering,MAK,2024/25
403,M,75,BP CYPRIAN KIHANGIRE SS LUZIRA,52.9,Bachelor Of Science In Civil Engineering,MAK,2024/25
404,M,88,GOMBE SECONDARY SCHOOL,52.9,Bachelor Of Science In Civil Engineering,MAK,2024/25
405,M,16,LUBIRI SECONDARY SCHOOL,52.8,Bachelor Of Science In Civil Engineering,MAK,2024/25
406,M,16,"KING'S COLLEGE, BUDO",52.8,Bachelor Of Science In Civil Engineering,MAK,2024/25
407,M,26,KABALE BRAINSTORM HIGH SCHOOL,52.8,Bachelor Of Science In Civil Engineering,MAK,2024/25
408,M,110,ST. THOMAS VOC.SS,52.8,Bachelor Of Science In Civil Engineering,MAK,2024/25
409,M,42,OUR LADY OF AFRICA SECONDARY SCHOOL,52.8,Bachelor Of Science In Civil Engineering,MAK,2024/25
410,M,33,KIJJABWEMI  S . S.,52.8,Bachelor Of Science In Civil Engineering,MAK,2024/25
411,M,13,"KING'S COLLEGE, BUDO",52.8,Bachelor Of Science In Civil Engineering,MAK,2024/25
412,F,42,"MT.ST.MARY'S, NAMAGUNGA",52.5,Bachelor Of Science In Civil Engineering,MAK,2024/25
413,F,119,"MT.ST.MARY'S, NAMAGUNGA",52.5,Bachelor Of Science In Civil Engineering,MAK,2024/25
414,F,16,"KING'S COLLEGE, BUDO",52.4,Bachelor Of Science In Civil Engineering,MAK,2024/25
415,F,13,ST.NOA'S GIRLS SEC.SCH.,52.3,Bachelor Of Science In Civil Engineering,MAK,2024/25
416,F,22,NABISUNSA GIRLS' SCHOOL,52.3,Bachelor Of Science In Civil Engineering,MAK,2024/25
417,F,55,"ST.JOSEPH'S S S, NAGGALAMA",52.2,Bachelor Of Science In Civil Engineering,MAK,2024/25
418,F,16,MENGO SECONDARY SCHOOL,52.1,Bachelor Of Science In Civil Engineering,MAK,2024/25
419,F,67,AMUS COLLEGE SCHOOL,51.6,Bachelor Of Science In Civil Engineering,MAK,2024/25
420,F,33,"UGANDA MARTYRS S.S., NAMUGONGO",51.5,Bachelor Of Science In Civil Engineering,MAK,2024/25
421,F,55,GAYAZA HIGH SCHOOL,51.4,Bachelor Of Science In Civil Engineering,MAK,2024/25
422,F,42,GAYAZA HIGH SCHOOL,51.4,Bachelor Of Science In Civil Engineering,MAK,2024/25
423,F,16,"TRINITY COLLEGE, NABBINGO",54,Bachelor Of Commerce (Mak),MAK,2024/25
424,F,55,MAKERERE COLLEGE SCHOOL,53.9,Bachelor Of Commerce (Mak),MAK,2024/25
425,M,37,NTARE SCHOOL,52.4,Bachelor Of Commerce (Mak),MAK,2024/25
426,M,55,"ALLIANCE HIGH SCHOOL, NANSANA",52.4,Bachelor Of Commerce (Mak),MAK,2024/25
427,F,3,"UGANDA MARTYRS S.S., NAMUGONGO",51.3,Bachelor Of Commerce (Mak),MAK,2024/25
428,F,16,MERRYLAND  HIGH SCHOOL,51,Bachelor Of Commerce (Mak),MAK,2024/25
429,F,9,ST MARY'S SS  KITENDE,50.8,Bachelor Of Commerce (Mak),MAK,2024/25
430,F,100,ST MARY'S SS  KITENDE,50.8,Bachelor Of Commerce (Mak),MAK,2024/25
431,F,12,"TRINITY COLLEGE, NABBINGO",50.7,Bachelor Of Commerce (Mak),MAK,2024/25
432,F,67,AMUS COLLEGE SCHOOL,50.6,Bachelor Of Commerce (Mak),MAK,2024/25
433,M,103,CITIZEN'S SECONDARY SCHOOL,50.5,Bachelor Of Commerce (Mak),MAK,2024/25
434,M,67,AMUS COLLEGE SCHOOL,49.9,Bachelor Of Commerce (Mak),MAK,2024/25
435,M,37,MBARARA HIGH SCHOOL,49.2,Bachelor Of Commerce (Mak),MAK,2024/25
436,M,13,MENGO SECONDARY SCHOOL ANNEX,49.1,Bachelor Of Commerce (Mak),MAK,2024/25
437,F,16,"MT.ST.MARY'S, NAMAGUNGA",49.1,Bachelor Of Commerce (Mak),MAK,2024/25
438,F,55,NDEJJE SECONDARY SCHOOL,49.1,Bachelor Of Commerce (Mak),MAK,2024/25
439,F,69,CITIZEN'S SECONDARY SCHOOL,48.6,Bachelor Of Commerce (Mak),MAK,2024/25
440,F,42,"ST.MARY'S COLLEGE, LUGAZI",48.1,Bachelor Of Commerce (Mak),MAK,2024/25
441,F,32,"KATIKAMU SEC. SCH., WOBULENZI",54.4,Bachelor Of Science In Computer Science,MAK,2024/25
442,F,16,"KING'S COLLEGE, BUDO",54.3,Bachelor Of Science In Computer Science,MAK,2024/25
443,F,16,MENGO SECONDARY SCHOOL,54.3,Bachelor Of Science In Computer Science,MAK,2024/25
444,M,55,KISUBI SEMINARY,52.9,Bachelor Of Science In Computer Science,MAK,2024/25
445,M,132,BUDDO SEC. SCHOOL,52.6,Bachelor Of Science In Computer Science,MAK,2024/25
446,M,16,ST. JULIANA HIGH SCHOOL -GAYA ANNEX,52,Bachelor Of Science In Computer Science,MAK,2024/25
447,F,55,NDEJJE SECONDARY SCHOOL,51.7,Bachelor Of Science In Computer Science,MAK,2024/25
448,F,85,"MT.ST.MARY'S, NAMAGUNGA",51.5,Bachelor Of Science In Computer Science,MAK,2024/25
449,F,16,MENGO SECONDARY SCHOOL,51.1,Bachelor Of Science In Computer Science,MAK,2024/25
450,M,17,HILTON HIGH SCHOOL,50.9,Bachelor Of Science In Computer Science,MAK,2024/25
451,M,16,SEETA HIGH SCHOOL,50.9,Bachelor Of Science In Computer Science,MAK,2024/25
452,M,88,"ST MARY'S COLLEGE, KISUBI",50.9,Bachelor Of Science In Computer Science,MAK,2024/25
453,M,16,"ST MARY'S COLLEGE, KISUBI",50.8,Bachelor Of Science In Computer Science,MAK,2024/25
454,M,55,NDEJJE SECONDARY SCHOOL,50.8,Bachelor Of Science In Computer Science,MAK,2024/25
455,M,55,NDEJJE SECONDARY SCHOOL,50.8,Bachelor Of Science In Computer Science,MAK,2024/25
456,M,115,"ST.ANDREA KAHWA'S COL., HOIMA",50.7,Bachelor Of Science In Computer Science,MAK,2024/25
457,M,16,"ST. JUDE'S SECONDARY SCHOOL, KATENDE",50.7,Bachelor Of Science In Computer Science,MAK,2024/25
458,F,55,GAYAZA HIGH SCHOOL,49.3,Bachelor Of Science In Computer Science,MAK,2024/25
459,F,55,ST MARY'S SS  KITENDE,48.8,Bachelor Of Science In Computer Science,MAK,2024/25
460,F,55,"MT.ST.MARY'S, NAMAGUNGA",48.1,Bachelor Of Arts In Economics (Mak),MAK,2024/25
461,F,16,SEETA HIGH SCHOOL-MUKONO,47.7,Bachelor Of Arts In Economics (Mak),MAK,2024/25
462,F,55,"GOD'S WAY HIGH SCHOOL, MAGANJO",47.3,Bachelor Of Arts In Economics (Mak),MAK,2024/25
463,M,67,AMUS COLLEGE SCHOOL,45.9,Bachelor Of Arts In Economics (Mak),MAK,2024/25
464,F,55,ST MARY'S SS  KITENDE,45.7,Bachelor Of Arts In Economics (Mak),MAK,2024/25
465,F,55,LUWERO  SECONDARY SCHOOL,45.6,Bachelor Of Arts In Economics (Mak),MAK,2024/25
466,F,81,EVEREST COLLEGE,45.4,Bachelor Of Arts In Economics (Mak),MAK,2024/25
467,F,50,IMMACULATE HEART GIRLS SCHOOL,45,Bachelor Of Arts In Economics (Mak),MAK,2024/25
468,M,90,CORNERSTONE LEADERSHIP ACADEMY,44.3,Bachelor Of Arts In Economics (Mak),MAK,2024/25
469,M,111,BUDDO SEC. SCHOOL,43.7,Bachelor Of Arts In Economics (Mak),MAK,2024/25
470,M,33,SEETA HIGH SCHOOL-MUKONO,43.5,Bachelor Of Arts In Economics (Mak),MAK,2024/25
471,M,42,"ST.JOSEPH'S S S, NAGGALAMA",43.5,Bachelor Of Arts In Economics (Mak),MAK,2024/25
472,M,55,BUDDO SEC. SCHOOL,43.3,Bachelor Of Arts In Economics (Mak),MAK,2024/25
473,F,123,MARYHILL HIGH SCHOOL,53.9,Bachelor Of Arts With Education,MAK,2024/25
474,F,55,"NAALYA SEC. SCHOOL ,KAMPALA",53.6,Bachelor Of Arts With Education,MAK,2024/25
475,F,36,OURLADY OF AFRICA SS NAMILYANGO,53,Bachelor Of Arts With Education,MAK,2024/25
476,M,65,ALLIANCE SECONDARY SCHOOL,52.3,Bachelor Of Arts With Education,MAK,2024/25
477,F,50,IMMACULATE HEART GIRLS SCHOOL,51.9,Bachelor Of Arts With Education,MAK,2024/25
478,F,11,JINJA PROGRESSIVE ANNEX,51,Bachelor Of Arts With Education,MAK,2024/25
479,F,20,MBOGO MIXED SEC SCHOOL,50.7,Bachelor Of Arts With Education,MAK,2024/25
480,F,41,"MT. ZION SECONDARY SCHOOL, KITENGA",50.6,Bachelor Of Arts With Education,MAK,2024/25
481,F,23,"HOPEFUL FUTURE SS, KAYUNGA",50.5,Bachelor Of Arts With Education,MAK,2024/25
482,F,16,KIBULI SECONDARY SCHOOL,50.4,Bachelor Of Arts With Education,MAK,2024/25
483,F,61,BP CYPRIAN KIHANGIRE SS LUZIRA,50.4,Bachelor Of Arts With Education,MAK,2024/25
484,F,55,BUDDO SEC. SCHOOL,50.2,Bachelor Of Arts With Education,MAK,2024/25
485,M,132,NTUNGAMO HIGH SCHOOL,50.1,Bachelor Of Arts With Education,MAK,2024/25
486,F,16,SEETA HIGH SCHOOL-MUKONO,50,Bachelor Of Arts With Education,MAK,2024/25
487,F,33,ST. KALEMA S.S  VILLA MARRIA,49.6,Bachelor Of Arts With Education,MAK,2024/25
488,F,55,KIBULI SECONDARY SCHOOL,47.8,Bachelor Of Arts With Education,MAK,2024/25
489,F,32,"TRINITY COLLEGE, NABBINGO",47.7,Bachelor Of Arts With Education,MAK,2024/25
490,M,16,MENGO SECONDARY SCHOOL,47.2,Bachelor Of Arts With Education,MAK,2024/25
491,F,104,NABISUNSA GIRLS' SCHOOL,46.8,Bachelor Of Arts With Education,MAK,2024/25
492,F,33,NDEJJE SECONDARY SCHOOL,45.8,Bachelor Of Arts With Education,MAK,2024/25
493,F,55,NDEJJE SECONDARY SCHOOL,43.5,Bachelor Of Arts With Education,MAK,2024/25
494,F,3,BP CYPRIAN KIHANGIRE SS LUZIRA,41.7,Bachelor Of Arts With Education,MAK,2024/25
495,F,54,ST.KALEMBA SECONDARY SCHOOL,41.6,Bachelor Of Arts With Education,MAK,2024/25
496,M,55,"UGANDA MARTYRS S.S., NAMUGONGO",46.9,Bachelor Of Science With Education (Biological),MAK,2024/25
497,M,55,"CENTRAL COLLEGE, MITYANA",46.9,Bachelor Of Science With Education (Biological),MAK,2024/25
